CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
burgum-64942-35-g,2020-11-24T13:22:08Z,235479,45199,0
hendrickson-59884-35-g,2020-11-24T13:22:08Z,13853,2320,0
lenz-20073410-35-g,2020-11-24T13:22:08Z,90789,28287,0
