CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
baglini-43453,2020-11-30T18:59:52.24Z,533,0,0
hogan-43412,2020-11-30T18:59:52.24Z,3740,0,0
marszalkowski-43173,2020-11-30T18:59:52.24Z,4476,0,0
