CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
fleischauer-46979,2020-11-30T15:39:33.890Z,19718,0,0
frich-51690,2020-11-30T15:39:33.890Z,17704,0,0
hansen-52640,2020-11-30T15:39:33.890Z,18800,0,0
lemaire-53398,2020-11-30T15:39:33.890Z,12134,0,0
pyles-52642,2020-11-30T15:39:33.890Z,17689,0,0
stainbrook-52526,2020-11-30T15:39:33.890Z,12204,0,0
statler-52527,2020-11-30T15:39:33.890Z,18304,0,0
walker-53243,2020-11-30T15:39:33.890Z,17931,0,0
white-53399,2020-11-30T15:39:33.890Z,14187,0,0
williams-52528,2020-11-30T15:39:33.890Z,17737,0,0
