CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
justicej,2021-01-28T14:40:51Z,2746,0,10,10,54095
koleniche,2021-01-28T14:40:51Z,217,0,10,10,54095
lutzd,2021-01-28T14:40:51Z,58,0,10,10,54095
salangob,2021-01-28T14:40:51Z,745,0,10,10,54095
write-ins,2021-01-28T14:40:51Z,89,0,10,10,54095
