CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
justicej,2021-01-28T14:46:34Z,10023,0,28,28,54077
koleniche,2021-01-28T14:46:34Z,534,0,28,28,54077
lutzd,2021-01-28T14:46:34Z,211,0,28,28,54077
salangob,2021-01-28T14:46:34Z,3240,0,28,28,54077
write-ins,2021-01-28T14:46:34Z,344,0,28,28,54077
