CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
cobbt,2020-12-04T16:22:53Z,8892,0,45,45,36033
stefanike,2020-12-04T16:22:53Z,10329,0,45,45,36033
write-ins,2020-12-04T16:22:53Z,6,0,45,45,36033
