CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
reichlin-melnick-54783,2021-02-23T17:08:53.747Z,70809,0,0
weber-54785,2021-02-23T17:08:53.747Z,60955,0,0
