CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
carabajal-54862,2021-02-23T17:08:53.747Z,28635,0,0
lemondes-54863,2021-02-23T17:08:53.747Z,38410,0,0
