CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
facey-32569,2020-11-27T19:24:48.49Z,12684,0,0
frierson-31944,2020-11-27T19:24:48.49Z,17761,0,0
