CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
cantur,2020-11-27T19:24:45.190Z,172,0,5,5,32009
newburnm,2020-11-27T19:24:45.190Z,213,0,5,5,32009
