CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
bickford-30076,2020-12-04T19:45:38.65Z,5612,0,0
wishart-29944,2020-12-04T19:45:38.65Z,10173,0,0
