CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
janicekc,2021-01-19T22:31:08Z,680,0,15,15,31147
sasseb,2021-01-19T22:31:08Z,3023,0,15,15,31147
siadekg,2021-01-19T22:31:08Z,196,0,15,15,31147
write-ins,2021-01-19T22:31:08Z,76,0,15,15,31147
