CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
boydj,2020-11-25T23:28:43.727Z,62758,0,30,30,48091
strangew,2020-11-25T23:28:43.727Z,2213,0,30,30,48091
williamss,2020-11-25T23:28:43.727Z,22222,0,30,30,48091
