CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
birminghamb,2020-11-25T23:28:43.727Z,455,185,10,10,48369
newelld,2020-11-25T23:28:43.727Z,2125,1085,10,10,48369
