CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
frizelle,2020-11-25T23:28:43.727Z,2662,0,19,19,48067
richardsonb,2020-11-25T23:28:43.727Z,10832,0,19,19,48067
