CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
blandj,2020-11-25T23:29:05.79Z,1049,889,4,4,48271
chengk,2020-11-25T23:29:05.79Z,399,332,4,4,48271
