CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
collinsda,2021-02-17T17:21:40Z,32,13,8,8,48341
cornynj,2021-02-17T17:21:40Z,4314,3133,8,8,48341
hegarm,2021-02-17T17:21:40Z,999,531,8,8,48341
mckennonk,2021-02-17T17:21:40Z,102,53,8,8,48341
write-ins,2021-02-17T17:21:40Z,0,0,8,8,48341
