CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
busbyb,2020-11-25T23:28:43.727Z,1181,1022,5,5,48435
oxfordt,2020-11-25T23:28:43.727Z,18,10,5,5,48435
trianag,2020-11-25T23:28:43.727Z,323,272,5,5,48435
