CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
boydj,2020-11-25T23:28:43.727Z,702618,614131,1013,1013,48201
strangew,2020-11-25T23:28:43.727Z,32975,25389,1013,1013,48201
williamss,2020-11-25T23:28:43.727Z,855198,755586,1013,1013,48201
