CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
frizelle,2020-11-25T23:28:43.727Z,438,0,12,12,48009
richardsonb,2020-11-25T23:28:43.727Z,4175,0,12,12,48009
