CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
frizelle,2020-11-25T23:28:43.727Z,363,309,9,9,48429
richardsonb,2020-11-25T23:28:43.727Z,3302,2602,9,9,48429
