CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
ashm,2020-11-25T23:29:05.96Z,152,114,16,16,48337
hechtn,2020-11-25T23:29:05.96Z,8485,6940,16,16,48337
meachuma,2020-11-25T23:29:05.96Z,1093,925,16,16,48337
