CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
ho-15347,2020-12-15T15:42:37.870Z,522,0,0
kama-toth-15227,2020-12-15T15:42:37.870Z,5082,0,0
marten-15229,2020-12-15T15:42:37.870Z,6857,0,0
