CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
no-3,2020-12-04T19:12:09.543Z,1171137,0,0
yes-2,2020-12-04T19:12:09.543Z,1985239,0,0
