CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
no,2020-12-03T17:32:26.92Z,263,0,4,4,08061
yes,2020-12-03T17:32:26.92Z,618,0,4,4,08061
