CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
rankinj,2020-12-03T17:32:35.227Z,4045,0,15,15,08051
simpsonm,2020-12-03T17:32:35.227Z,6622,0,15,15,08051
