CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
hensley-54129,2020-12-05T22:09:45.417Z,15116,0,0
kloos-67741,2020-12-05T22:09:45.417Z,15865,0,0
