CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
bollierb,2021-01-26T15:20:41Z,267,0,16,16,20047
buckleyj,2021-01-26T15:20:41Z,63,0,16,16,20047
marshallr,2021-01-26T15:20:41Z,1094,0,16,16,20047
