CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
williams-20479,2020-12-05T22:10:05.447Z,6357,0,0
woodard-20354,2020-12-05T22:10:05.447Z,6913,0,0
