CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
bidenj,2021-01-26T15:23:22Z,149,118,11,11,20135
jorgensenj,2021-01-26T15:23:22Z,25,11,11,11,20135
trumpd,2021-01-26T15:23:22Z,1339,854,11,11,20135
write-ins,2021-01-26T15:23:22Z,0,0,11,11,20135
