CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
eggman-11780,2020-12-12T16:26:03.987Z,217651,0,0
ridenour-13520,2020-12-12T16:26:03.987Z,178915,0,0
