CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
no,2020-12-12T16:26:03.987Z,177735,0,668,668,06097
yes,2020-12-12T16:26:03.987Z,76749,0,668,668,06097
