CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
campos-13656,2020-12-12T16:26:03.987Z,63514,0,0
gray-11953,2020-12-12T16:26:03.987Z,93816,0,0
