CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
aguilar-62883-5-h,2020-12-05T21:39:12Z,175315,86048,0
gibboney-20073436-5-h,2020-12-05T21:39:12Z,110735,38263,0
