CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
no,2020-11-18T19:02:01.103Z,6093,1953,28,28,22007
yes,2020-11-18T19:02:01.103Z,3863,1297,28,28,22007
