CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
billiotb,2021-01-26T15:44:24Z,216,0,31,31,22087
bourgeoisj,2021-01-26T15:44:24Z,181,0,31,31,22087
cassidyb,2021-01-26T15:44:24Z,10563,0,31,31,22087
daretr,2021-01-26T15:44:24Z,41,0,31,31,22087
edwardsd,2021-01-26T15:44:24Z,2260,0,31,31,22087
johnx,2021-01-26T15:44:24Z,24,0,31,31,22087
knightd,2021-01-26T15:44:24Z,326,0,31,31,22087
mendozav,2021-01-26T15:44:24Z,119,0,31,31,22087
montgomeryj,2021-01-26T15:44:24Z,40,0,31,31,22087
murphyd,2021-01-26T15:44:24Z,330,0,31,31,22087
perkinsa,2021-01-26T15:44:24Z,1992,0,31,31,22087
piercea,2021-01-26T15:44:24Z,434,0,31,31,22087
pricem,2021-01-26T15:44:24Z,81,0,31,31,22087
siglera,2021-01-26T15:44:24Z,107,0,31,31,22087
wenstrupp,2021-01-26T15:44:24Z,145,0,31,31,22087
