CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
billiot-64518-19-s,2021-01-26T15:47:27Z,17362,0,0
bourgeois-20073869-19-s,2021-01-26T15:47:27Z,16518,0,0
cassidy-59656-19-s,2021-01-26T15:47:27Z,1228908,0,0
daret-20073870-19-s,2021-01-26T15:47:27Z,3954,0,0
edwards-65597-19-s,2021-01-26T15:47:27Z,229814,0,0
john-20073871-19-s,2021-01-26T15:47:27Z,2813,0,0
knight-65519-19-s,2021-01-26T15:47:27Z,36962,0,0
mendoza-50666-19-s,2021-01-26T15:47:27Z,7811,0,0
montgomery-20073782-19-s,2021-01-26T15:47:27Z,5804,0,0
murphy-20073868-19-s,2021-01-26T15:47:27Z,38383,0,0
perkins-20073867-19-s,2021-01-26T15:47:27Z,394049,0,0
pierce-20073406-19-s,2021-01-26T15:47:27Z,55710,0,0
price-20073872-19-s,2021-01-26T15:47:27Z,7680,0,0
sigler-20073873-19-s,2021-01-26T15:47:27Z,11321,0,0
wenstrup-20073780-19-s,2021-01-26T15:47:27Z,14454,0,0
