CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
bidenj,2020-11-26T18:05:24Z,736,0,10,10,18161
jorgensenj,2020-11-26T18:05:24Z,59,0,10,10,18161
trumpd,2020-11-26T18:05:24Z,2688,0,10,10,18161
write-ins,2020-11-26T18:05:24Z,0,0,10,10,18161
