CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
berch-15717,2021-01-07T20:54:44.42Z,11567,9043,0
hartigan-64370,2021-01-07T20:54:44.42Z,365,150,0
mcdonald-15999,2021-01-07T20:54:44.42Z,10933,6392,0
