CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
hager-16457,2021-01-07T20:54:45.39Z,9120,7203,0
holtzclaw-15718,2021-01-07T20:54:45.39Z,17488,11021,0
