COUNTY,PRECINCT,CANDIDATE,Timestamp,VOTES,TOTAL_VOTES,GEOID
ADA,1401,bidenj,12/27/2021 20:35:30.144951,386,1609,16001-1401
ADA,1401,blankenshipd,12/27/2021 20:35:30.144951,1,1609,16001-1401
ADA,1401,de_la_fuenter,12/27/2021 20:35:30.144951,2,1609,16001-1401
ADA,1401,jorgensenj,12/27/2021 20:35:30.144951,21,1609,16001-1401
ADA,1401,pierceb,12/27/2021 20:35:30.144951,4,1609,16001-1401
ADA,1401,trumpd,12/27/2021 20:35:30.144951,1191,1609,16001-1401
ADA,1401,westk,12/27/2021 20:35:30.144951,4,1609,16001-1401
ADA,1402,bidenj,12/27/2021 20:35:30.144951,663,2930,16001-1402
ADA,1402,blankenshipd,12/27/2021 20:35:30.144951,2,2930,16001-1402
ADA,1402,de_la_fuenter,12/27/2021 20:35:30.144951,2,2930,16001-1402
ADA,1402,jorgensenj,12/27/2021 20:35:30.144951,38,2930,16001-1402
ADA,1402,pierceb,12/27/2021 20:35:30.144951,8,2930,16001-1402
ADA,1402,trumpd,12/27/2021 20:35:30.144951,2213,2930,16001-1402
ADA,1402,westk,12/27/2021 20:35:30.144951,4,2930,16001-1402
ADA,1403,bidenj,12/27/2021 20:35:30.144951,583,2064,16001-1403
ADA,1403,blankenshipd,12/27/2021 20:35:30.144951,3,2064,16001-1403
ADA,1403,de_la_fuenter,12/27/2021 20:35:30.144951,3,2064,16001-1403
ADA,1403,jorgensenj,12/27/2021 20:35:30.144951,28,2064,16001-1403
ADA,1403,pierceb,12/27/2021 20:35:30.144951,2,2064,16001-1403
ADA,1403,trumpd,12/27/2021 20:35:30.144951,1438,2064,16001-1403
ADA,1403,westk,12/27/2021 20:35:30.144951,7,2064,16001-1403
ADA,1404,bidenj,12/27/2021 20:35:30.144951,478,2417,16001-1404
ADA,1404,blankenshipd,12/27/2021 20:35:30.144951,4,2417,16001-1404
ADA,1404,de_la_fuenter,12/27/2021 20:35:30.144951,1,2417,16001-1404
ADA,1404,jorgensenj,12/27/2021 20:35:30.144951,54,2417,16001-1404
ADA,1404,pierceb,12/27/2021 20:35:30.144951,9,2417,16001-1404
ADA,1404,trumpd,12/27/2021 20:35:30.144951,1865,2417,16001-1404
ADA,1404,westk,12/27/2021 20:35:30.144951,6,2417,16001-1404
ADA,1405,bidenj,12/27/2021 20:35:30.144951,510,1993,16001-1405
ADA,1405,blankenshipd,12/27/2021 20:35:30.144951,3,1993,16001-1405
ADA,1405,de_la_fuenter,12/27/2021 20:35:30.144951,0,1993,16001-1405
ADA,1405,jorgensenj,12/27/2021 20:35:30.144951,30,1993,16001-1405
ADA,1405,pierceb,12/27/2021 20:35:30.144951,9,1993,16001-1405
ADA,1405,trumpd,12/27/2021 20:35:30.144951,1436,1993,16001-1405
ADA,1405,westk,12/27/2021 20:35:30.144951,5,1993,16001-1405
ADA,1406,bidenj,12/27/2021 20:35:30.144951,600,2249,16001-1406
