COUNTY,PRECINCT,CANDIDATE,Timestamp,VOTES,TOTAL_VOTES,GEOID
Albany,13-1,bidenj,12/27/2021 20:35:30.147136,982,1948,56001-13-01
Albany,13-1,jorgensenj,12/27/2021 20:35:30.147136,96,1948,56001-13-01
Albany,13-1,other,12/27/2021 20:35:30.147136,17,1948,56001-13-01
Albany,13-1,pierceb,12/27/2021 20:35:30.147136,21,1948,56001-13-01
Albany,13-1,trumpd,12/27/2021 20:35:30.147136,832,1948,56001-13-01
Albany,13-2,bidenj,12/27/2021 20:35:30.147136,310,461,56001-13-02
Albany,13-2,jorgensenj,12/27/2021 20:35:30.147136,19,461,56001-13-02
Albany,13-2,other,12/27/2021 20:35:30.147136,4,461,56001-13-02
Albany,13-2,pierceb,12/27/2021 20:35:30.147136,9,461,56001-13-02
Albany,13-2,trumpd,12/27/2021 20:35:30.147136,119,461,56001-13-02
Albany,13-3,bidenj,12/27/2021 20:35:30.147136,1054,1746,56001-13-03
Albany,13-3,jorgensenj,12/27/2021 20:35:30.147136,60,1746,56001-13-03
Albany,13-3,other,12/27/2021 20:35:30.147136,22,1746,56001-13-03
Albany,13-3,pierceb,12/27/2021 20:35:30.147136,18,1746,56001-13-03
Albany,13-3,trumpd,12/27/2021 20:35:30.147136,592,1746,56001-13-03
Albany,14-1,bidenj,12/27/2021 20:35:30.147136,1988,3693,56001-14-01
Albany,14-1,jorgensenj,12/27/2021 20:35:30.147136,128,3693,56001-14-01
Albany,14-1,other,12/27/2021 20:35:30.147136,43,3693,56001-14-01
Albany,14-1,pierceb,12/27/2021 20:35:30.147136,32,3693,56001-14-01
Albany,14-1,trumpd,12/27/2021 20:35:30.147136,1502,3693,56001-14-01
Albany,14-11,bidenj,12/27/2021 20:35:30.147136,201,686,56001-14-11
Albany,14-11,jorgensenj,12/27/2021 20:35:30.147136,5,686,56001-14-11
Albany,14-11,other,12/27/2021 20:35:30.147136,2,686,56001-14-11
Albany,14-11,pierceb,12/27/2021 20:35:30.147136,5,686,56001-14-11
Albany,14-11,trumpd,12/27/2021 20:35:30.147136,473,686,56001-14-11
Albany,45-1,bidenj,12/27/2021 20:35:30.147136,744,1994,56001-45-01
Albany,45-1,jorgensenj,12/27/2021 20:35:30.147136,62,1994,56001-45-01
Albany,45-1,other,12/27/2021 20:35:30.147136,12,1994,56001-45-01
Albany,45-1,pierceb,12/27/2021 20:35:30.147136,22,1994,56001-45-01
Albany,45-1,trumpd,12/27/2021 20:35:30.147136,1154,1994,56001-45-01
Albany,45-2,bidenj,12/27/2021 20:35:30.147136,1286,2034,56001-45-02
Albany,45-2,jorgensenj,12/27/2021 20:35:30.147136,71,2034,56001-45-02
Albany,45-2,other,12/27/2021 20:35:30.147136,22,2034,56001-45-02
Albany,45-2,pierceb,12/27/2021 20:35:30.147136,15,2034,56001-45-02
Albany,45-2,trumpd,12/27/2021 20:35:30.147136,640,2034,56001-45-02
Albany,46-1,bidenj,12/27/2021 20:35:30.147136,664,1212,56001-46-01
Albany,46-1,jorgensenj,12/27/2021 20:35:30.147136,43,1212,56001-46-01
Albany,46-1,other,12/27/2021 20:35:30.147136,12,1212,56001-46-01
Albany,46-1,pierceb,12/27/2021 20:35:30.147136,11,1212,56001-46-01
Albany,46-1,trumpd,12/27/2021 20:35:30.147136,482,1212,56001-46-01
Albany,46-11,bidenj,12/27/2021 20:35:30.147136,634,2124,56001-46-11
Albany,46-11,jorgensenj,12/27/2021 20:35:30.147136,43,2124,56001-46-11
Albany,46-11,other,12/27/2021 20:35:30.147136,16,2124,56001-46-11
Albany,46-11,pierceb,12/27/2021 20:35:30.147136,21,2124,56001-46-11
Albany,46-11,trumpd,12/27/2021 20:35:30.147136,1410,2124,56001-46-11
Albany,46-12,bidenj,12/27/2021 20:35:30.147136,111,465,56001-46-12
Albany,46-12,jorgensenj,12/27/2021 20:35:30.147136,6,465,56001-46-12
Albany,46-12,other,12/27/2021 20:35:30.147136,3,465,56001-46-12
Albany,46-12,pierceb,12/27/2021 20:35:30.147136,2,465,56001-46-12
Albany,46-12,trumpd,12/27/2021 20:35:30.147136,343,465,56001-46-12
Albany,46-13,bidenj,12/27/2021 20:35:30.147136,120,313,56001-46-13
Albany,46-13,jorgensenj,12/27/2021 20:35:30.147136,11,313,56001-46-13
Albany,46-13,other,12/27/2021 20:35:30.147136,3,313,56001-46-13
Albany,46-13,pierceb,12/27/2021 20:35:30.147136,1,313,56001-46-13
Albany,46-13,trumpd,12/27/2021 20:35:30.147136,178,313,56001-46-13
Albany,46-2,bidenj,12/27/2021 20:35:30.147136,978,1790,56001-46-02
Albany,46-2,jorgensenj,12/27/2021 20:35:30.147136,51,1790,56001-46-02
Albany,46-2,other,12/27/2021 20:35:30.147136,16,1790,56001-46-02
Albany,46-2,pierceb,12/27/2021 20:35:30.147136,21,1790,56001-46-02
Albany,46-2,trumpd,12/27/2021 20:35:30.147136,724,1790,56001-46-02
Albany,47-11,bidenj,12/27/2021 20:35:30.147136,20,151,56001-47-11
Albany,47-11,jorgensenj,12/27/2021 20:35:30.147136,0,151,56001-47-11
Albany,47-11,other,12/27/2021 20:35:30.147136,1,151,56001-47-11
Albany,47-11,pierceb,12/27/2021 20:35:30.147136,0,151,56001-47-11
Albany,47-11,trumpd,12/27/2021 20:35:30.147136,130,151,56001-47-11
Big_Horn,1-1,bidenj,12/27/2021 20:35:30.147136,132,863,56003-01-01
Big_Horn,1-1,jorgensenj,12/27/2021 20:35:30.147136,11,863,56003-01-01
Big_Horn,1-1,other,12/27/2021 20:35:30.147136,7,863,56003-01-01
Big_Horn,1-1,pierceb,12/27/2021 20:35:30.147136,4,863,56003-01-01
Big_Horn,1-1,trumpd,12/27/2021 20:35:30.147136,709,863,56003-01-01
Big_Horn,11-1,bidenj,12/27/2021 20:35:30.147136,255,1148,56003-11-01
Big_Horn,11-1,jorgensenj,12/27/2021 20:35:30.147136,20,1148,56003-11-01
Big_Horn,11-1,other,12/27/2021 20:35:30.147136,5,1148,56003-11-01
Big_Horn,11-1,pierceb,12/27/2021 20:35:30.147136,7,1148,56003-11-01
Big_Horn,11-1,trumpd,12/27/2021 20:35:30.147136,861,1148,56003-11-01
Big_Horn,16-1,bidenj,12/27/2021 20:35:30.147136,56,283,56003-16-01
Big_Horn,16-1,jorgensenj,12/27/2021 20:35:30.147136,4,283,56003-16-01
Big_Horn,16-1,other,12/27/2021 20:35:30.147136,1,283,56003-16-01
Big_Horn,16-1,pierceb,12/27/2021 20:35:30.147136,3,283,56003-16-01
Big_Horn,16-1,trumpd,12/27/2021 20:35:30.147136,219,283,56003-16-01
Big_Horn,2-1,bidenj,12/27/2021 20:35:30.147136,17,319,56003-02-01
Big_Horn,2-1,jorgensenj,12/27/2021 20:35:30.147136,2,319,56003-02-01
Big_Horn,2-1,other,12/27/2021 20:35:30.147136,6,319,56003-02-01
Big_Horn,2-1,pierceb,12/27/2021 20:35:30.147136,2,319,56003-02-01
Big_Horn,2-1,trumpd,12/27/2021 20:35:30.147136,292,319,56003-02-01
Big_Horn,20-1,bidenj,12/27/2021 20:35:30.147136,188,1573,56003-20-01
Big_Horn,20-1,jorgensenj,12/27/2021 20:35:30.147136,15,1573,56003-20-01
Big_Horn,20-1,other,12/27/2021 20:35:30.147136,13,1573,56003-20-01
Big_Horn,20-1,pierceb,12/27/2021 20:35:30.147136,11,1573,56003-20-01
Big_Horn,20-1,trumpd,12/27/2021 20:35:30.147136,1346,1573,56003-20-01
Big_Horn,22-1,bidenj,12/27/2021 20:35:30.147136,36,547,56003-22-01
Big_Horn,22-1,jorgensenj,12/27/2021 20:35:30.147136,6,547,56003-22-01
Big_Horn,22-1,other,12/27/2021 20:35:30.147136,1,547,56003-22-01
Big_Horn,22-1,pierceb,12/27/2021 20:35:30.147136,11,547,56003-22-01
Big_Horn,22-1,trumpd,12/27/2021 20:35:30.147136,493,547,56003-22-01
Big_Horn,23-1,bidenj,12/27/2021 20:35:30.147136,33,324,56003-23-01
Big_Horn,23-1,jorgensenj,12/27/2021 20:35:30.147136,9,324,56003-23-01
Big_Horn,23-1,other,12/27/2021 20:35:30.147136,1,324,56003-23-01
Big_Horn,23-1,pierceb,12/27/2021 20:35:30.147136,5,324,56003-23-01
Big_Horn,23-1,trumpd,12/27/2021 20:35:30.147136,276,324,56003-23-01
Big_Horn,25-1,bidenj,12/27/2021 20:35:30.147136,20,112,56003-25-01
Big_Horn,25-1,jorgensenj,12/27/2021 20:35:30.147136,2,112,56003-25-01
Big_Horn,25-1,other,12/27/2021 20:35:30.147136,1,112,56003-25-01
Big_Horn,25-1,pierceb,12/27/2021 20:35:30.147136,1,112,56003-25-01
Big_Horn,25-1,trumpd,12/27/2021 20:35:30.147136,88,112,56003-25-01
Big_Horn,26-1,bidenj,12/27/2021 20:35:30.147136,14,121,56003-26-01
Big_Horn,26-1,jorgensenj,12/27/2021 20:35:30.147136,4,121,56003-26-01
