COUNTY,PRECINCT,CANDIDATE,Timestamp,ABSENTEE_VOTES,ELECTION_DAY_VOTES,PROVISIONAL_VOTES,TOTAL_VOTES
Allegheny,PITTSBURGH WARD 10 DIST 10,bidenj,12/27/2021 20:35:30.245083,273,119,0,308
Allegheny,PITTSBURGH WARD 10 DIST 10,jorgensenj,12/27/2021 20:35:30.245083,3,2,0,308
Allegheny,PITTSBURGH WARD 10 DIST 10,other,12/27/2021 20:35:30.245083,1,1,0,308
Allegheny,PITTSBURGH WARD 10 DIST 10,trumpd,12/27/2021 20:35:30.245083,31,85,0,308
Allegheny,PITTSBURGH WARD 10 DIST 11,bidenj,12/27/2021 20:35:30.245083,274,121,0,297
Allegheny,PITTSBURGH WARD 10 DIST 11,jorgensenj,12/27/2021 20:35:30.245083,2,2,0,297
Allegheny,PITTSBURGH WARD 10 DIST 11,other,12/27/2021 20:35:30.245083,2,1,0,297
Allegheny,PITTSBURGH WARD 10 DIST 11,trumpd,12/27/2021 20:35:30.245083,19,91,0,297
Allegheny,PITTSBURGH WARD 10 DIST 12,bidenj,12/27/2021 20:35:30.245083,242,131,0,259
Allegheny,PITTSBURGH WARD 10 DIST 12,jorgensenj,12/27/2021 20:35:30.245083,1,1,0,259
Allegheny,PITTSBURGH WARD 10 DIST 12,other,12/27/2021 20:35:30.245083,1,3,0,259
Allegheny,PITTSBURGH WARD 10 DIST 12,trumpd,12/27/2021 20:35:30.245083,15,17,0,259
Allegheny,PITTSBURGH WARD 10 DIST 13,bidenj,12/27/2021 20:35:30.245083,225,152,0,246
Allegheny,PITTSBURGH WARD 10 DIST 13,jorgensenj,12/27/2021 20:35:30.245083,1,2,0,246
Allegheny,PITTSBURGH WARD 10 DIST 13,other,12/27/2021 20:35:30.245083,0,3,0,246
Allegheny,PITTSBURGH WARD 10 DIST 13,trumpd,12/27/2021 20:35:30.245083,20,44,0,246
Allegheny,PITTSBURGH WARD 10 DIST 14,bidenj,12/27/2021 20:35:30.245083,244,156,0,249
Allegheny,PITTSBURGH WARD 10 DIST 14,jorgensenj,12/27/2021 20:35:30.245083,1,3,0,249
Allegheny,PITTSBURGH WARD 10 DIST 14,other,12/27/2021 20:35:30.245083,0,2,0,249
Allegheny,PITTSBURGH WARD 10 DIST 14,trumpd,12/27/2021 20:35:30.245083,4,34,0,249
Allegheny,PITTSBURGH WARD 10 DIST 15,bidenj,12/27/2021 20:35:30.245083,136,96,0,142
Allegheny,PITTSBURGH WARD 10 DIST 15,jorgensenj,12/27/2021 20:35:30.245083,0,0,0,142
Allegheny,PITTSBURGH WARD 10 DIST 15,other,12/27/2021 20:35:30.245083,1,0,0,142
Allegheny,PITTSBURGH WARD 10 DIST 15,trumpd,12/27/2021 20:35:30.245083,5,8,0,142
Allegheny,PITTSBURGH WARD 10 DIST 16,bidenj,12/27/2021 20:35:30.245083,89,85,0,92
Allegheny,PITTSBURGH WARD 10 DIST 16,jorgensenj,12/27/2021 20:35:30.245083,0,0,0,92
Allegheny,PITTSBURGH WARD 10 DIST 16,other,12/27/2021 20:35:30.245083,0,1,0,92
Allegheny,PITTSBURGH WARD 10 DIST 16,trumpd,12/27/2021 20:35:30.245083,3,3,0,92
Allegheny,PITTSBURGH WARD 10 DIST 17,bidenj,12/27/2021 20:35:30.245083,172,116,0,181
Allegheny,PITTSBURGH WARD 10 DIST 17,jorgensenj,12/27/2021 20:35:30.245083,1,2,0,181
Allegheny,PITTSBURGH WARD 10 DIST 17,other,12/27/2021 20:35:30.245083,1,1,0,181
Allegheny,PITTSBURGH WARD 10 DIST 17,trumpd,12/27/2021 20:35:30.245083,7,16,0,181
Allegheny,PITTSBURGH WARD 10 DIST 18,bidenj,12/27/2021 20:35:30.245083,201,141,0,206
Allegheny,PITTSBURGH WARD 10 DIST 18,jorgensenj,12/27/2021 20:35:30.245083,1,3,0,206
Allegheny,PITTSBURGH WARD 10 DIST 18,other,12/27/2021 20:35:30.245083,1,1,0,206
Allegheny,PITTSBURGH WARD 10 DIST 18,trumpd,12/27/2021 20:35:30.245083,3,18,0,206
Allegheny,PITTSBURGH WARD 10 DIST 19,bidenj,12/27/2021 20:35:30.245083,165,146,0,168
Allegheny,PITTSBURGH WARD 10 DIST 19,jorgensenj,12/27/2021 20:35:30.245083,1,1,0,168
Allegheny,PITTSBURGH WARD 10 DIST 19,other,12/27/2021 20:35:30.245083,0,0,0,168
Allegheny,PITTSBURGH WARD 10 DIST 19,trumpd,12/27/2021 20:35:30.245083,2,8,0,168
Allegheny,PITTSBURGH WARD 10 DIST 2,bidenj,12/27/2021 20:35:30.245083,242,135,0,260
Allegheny,PITTSBURGH WARD 10 DIST 2,jorgensenj,12/27/2021 20:35:30.245083,3,6,0,260
Allegheny,PITTSBURGH WARD 10 DIST 2,other,12/27/2021 20:35:30.245083,2,1,0,260
Allegheny,PITTSBURGH WARD 10 DIST 2,trumpd,12/27/2021 20:35:30.245083,13,65,0,260
Allegheny,PITTSBURGH WARD 10 DIST 3,bidenj,12/27/2021 20:35:30.245083,258,159,0,285
Allegheny,PITTSBURGH WARD 10 DIST 3,jorgensenj,12/27/2021 20:35:30.245083,2,4,0,285
Allegheny,PITTSBURGH WARD 10 DIST 3,other,12/27/2021 20:35:30.245083,3,3,0,285
Allegheny,PITTSBURGH WARD 10 DIST 3,trumpd,12/27/2021 20:35:30.245083,22,64,0,285
Allegheny,PITTSBURGH WARD 10 DIST 4,bidenj,12/27/2021 20:35:30.245083,227,115,0,249
Allegheny,PITTSBURGH WARD 10 DIST 4,jorgensenj,12/27/2021 20:35:30.245083,2,2,0,249
Allegheny,PITTSBURGH WARD 10 DIST 4,other,12/27/2021 20:35:30.245083,0,0,0,249
Allegheny,PITTSBURGH WARD 10 DIST 4,trumpd,12/27/2021 20:35:30.245083,20,85,0,249
Allegheny,PITTSBURGH WARD 10 DIST 5,bidenj,12/27/2021 20:35:30.245083,199,111,0,221
Allegheny,PITTSBURGH WARD 10 DIST 5,jorgensenj,12/27/2021 20:35:30.245083,2,8,0,221
Allegheny,PITTSBURGH WARD 10 DIST 5,other,12/27/2021 20:35:30.245083,0,0,0,221
Allegheny,PITTSBURGH WARD 10 DIST 5,trumpd,12/27/2021 20:35:30.245083,20,63,0,221
Allegheny,PITTSBURGH WARD 10 DIST 6,bidenj,12/27/2021 20:35:30.245083,151,105,0,179
Allegheny,PITTSBURGH WARD 10 DIST 6,jorgensenj,12/27/2021 20:35:30.245083,0,7,0,179
Allegheny,PITTSBURGH WARD 10 DIST 6,other,12/27/2021 20:35:30.245083,2,0,0,179
Allegheny,PITTSBURGH WARD 10 DIST 6,trumpd,12/27/2021 20:35:30.245083,26,85,0,179
Allegheny,PITTSBURGH WARD 10 DIST 7,bidenj,12/27/2021 20:35:30.245083,252,127,0,290
Allegheny,PITTSBURGH WARD 10 DIST 7,jorgensenj,12/27/2021 20:35:30.245083,1,1,0,290
Allegheny,PITTSBURGH WARD 10 DIST 7,other,12/27/2021 20:35:30.245083,1,2,0,290
Allegheny,PITTSBURGH WARD 10 DIST 7,trumpd,12/27/2021 20:35:30.245083,36,87,0,290
Allegheny,PITTSBURGH WARD 10 DIST 8,bidenj,12/27/2021 20:35:30.245083,235,120,0,280
Allegheny,PITTSBURGH WARD 10 DIST 8,jorgensenj,12/27/2021 20:35:30.245083,2,1,0,280
Allegheny,PITTSBURGH WARD 10 DIST 8,other,12/27/2021 20:35:30.245083,3,0,0,280
Allegheny,PITTSBURGH WARD 10 DIST 8,trumpd,12/27/2021 20:35:30.245083,40,100,0,280
Allegheny,PITTSBURGH WARD 10 DIST 9,bidenj,12/27/2021 20:35:30.245083,189,126,0,228
Allegheny,PITTSBURGH WARD 10 DIST 9,jorgensenj,12/27/2021 20:35:30.245083,0,0,0,228
Allegheny,PITTSBURGH WARD 10 DIST 9,other,12/27/2021 20:35:30.245083,1,1,0,228
Allegheny,PITTSBURGH WARD 10 DIST 9,trumpd,12/27/2021 20:35:30.245083,38,101,0,228
Allegheny,PITTSBURGH WARD 11 DIST 1,bidenj,12/27/2021 20:35:30.245083,290,130,0,309
Allegheny,PITTSBURGH WARD 11 DIST 1,jorgensenj,12/27/2021 20:35:30.245083,0,1,0,309
Allegheny,PITTSBURGH WARD 11 DIST 1,other,12/27/2021 20:35:30.245083,3,1,0,309
Allegheny,PITTSBURGH WARD 11 DIST 1,trumpd,12/27/2021 20:35:30.245083,16,28,0,309
Allegheny,PITTSBURGH WARD 11 DIST 10,bidenj,12/27/2021 20:35:30.245083,309,99,0,323
Allegheny,PITTSBURGH WARD 11 DIST 10,jorgensenj,12/27/2021 20:35:30.245083,1,1,0,323
Allegheny,PITTSBURGH WARD 11 DIST 10,other,12/27/2021 20:35:30.245083,0,1,0,323
Allegheny,PITTSBURGH WARD 11 DIST 10,trumpd,12/27/2021 20:35:30.245083,13,47,0,323
Allegheny,PITTSBURGH WARD 11 DIST 11,bidenj,12/27/2021 20:35:30.245083,327,107,0,340
Allegheny,PITTSBURGH WARD 11 DIST 11,jorgensenj,12/27/2021 20:35:30.245083,1,1,0,340
Allegheny,PITTSBURGH WARD 11 DIST 11,other,12/27/2021 20:35:30.245083,3,1,0,340
Allegheny,PITTSBURGH WARD 11 DIST 11,trumpd,12/27/2021 20:35:30.245083,9,34,0,340
Allegheny,PITTSBURGH WARD 11 DIST 12,bidenj,12/27/2021 20:35:30.245083,353,137,0,374
Allegheny,PITTSBURGH WARD 11 DIST 12,jorgensenj,12/27/2021 20:35:30.245083,1,2,0,374
Allegheny,PITTSBURGH WARD 11 DIST 12,other,12/27/2021 20:35:30.245083,1,1,0,374
Allegheny,PITTSBURGH WARD 11 DIST 12,trumpd,12/27/2021 20:35:30.245083,19,33,0,374
Allegheny,PITTSBURGH WARD 11 DIST 13,bidenj,12/27/2021 20:35:30.245083,351,149,0,376
Allegheny,PITTSBURGH WARD 11 DIST 13,jorgensenj,12/27/2021 20:35:30.245083,3,0,0,376
Allegheny,PITTSBURGH WARD 11 DIST 13,other,12/27/2021 20:35:30.245083,2,1,0,376
Allegheny,PITTSBURGH WARD 11 DIST 13,trumpd,12/27/2021 20:35:30.245083,20,29,0,376
Allegheny,PITTSBURGH WARD 11 DIST 14,bidenj,12/27/2021 20:35:30.245083,204,153,0,215
Allegheny,PITTSBURGH WARD 11 DIST 14,jorgensenj,12/27/2021 20:35:30.245083,1,0,0,215
Allegheny,PITTSBURGH WARD 11 DIST 14,other,12/27/2021 20:35:30.245083,1,1,0,215
Allegheny,PITTSBURGH WARD 11 DIST 14,trumpd,12/27/2021 20:35:30.245083,9,10,0,215
Allegheny,PITTSBURGH WARD 11 DIST 15,bidenj,12/27/2021 20:35:30.245083,83,73,0,85
Allegheny,PITTSBURGH WARD 11 DIST 15,jorgensenj,12/27/2021 20:35:30.245083,1,1,0,85
Allegheny,PITTSBURGH WARD 11 DIST 15,other,12/27/2021 20:35:30.245083,0,0,0,85
Allegheny,PITTSBURGH WARD 11 DIST 15,trumpd,12/27/2021 20:35:30.245083,1,5,0,85
Allegheny,PITTSBURGH WARD 11 DIST 16,bidenj,12/27/2021 20:35:30.245083,246,106,0,261
Allegheny,PITTSBURGH WARD 11 DIST 16,jorgensenj,12/27/2021 20:35:30.245083,1,8,0,261
Allegheny,PITTSBURGH WARD 11 DIST 16,other,12/27/2021 20:35:30.245083,3,1,0,261
Allegheny,PITTSBURGH WARD 11 DIST 16,trumpd,12/27/2021 20:35:30.245083,11,26,0,261
Allegheny,PITTSBURGH WARD 11 DIST 17,bidenj,12/27/2021 20:35:30.245083,270,172,0,282
Allegheny,PITTSBURGH WARD 11 DIST 17,jorgensenj,12/27/2021 20:35:30.245083,1,3,0,282
Allegheny,PITTSBURGH WARD 11 DIST 17,other,12/27/2021 20:35:30.245083,2,2,0,282
Allegheny,PITTSBURGH WARD 11 DIST 17,trumpd,12/27/2021 20:35:30.245083,9,17,0,282
Allegheny,PITTSBURGH WARD 11 DIST 18,bidenj,12/27/2021 20:35:30.245083,188,110,0,193
Allegheny,PITTSBURGH WARD 11 DIST 18,jorgensenj,12/27/2021 20:35:30.245083,0,3,0,193
Allegheny,PITTSBURGH WARD 11 DIST 18,other,12/27/2021 20:35:30.245083,1,0,0,193
Allegheny,PITTSBURGH WARD 11 DIST 18,trumpd,12/27/2021 20:35:30.245083,4,13,0,193
Allegheny,PITTSBURGH WARD 11 DIST 2,bidenj,12/27/2021 20:35:30.245083,238,108,0,243
Allegheny,PITTSBURGH WARD 11 DIST 2,jorgensenj,12/27/2021 20:35:30.245083,0,1,0,243
Allegheny,PITTSBURGH WARD 11 DIST 2,other,12/27/2021 20:35:30.245083,1,2,0,243
Allegheny,PITTSBURGH WARD 11 DIST 2,trumpd,12/27/2021 20:35:30.245083,4,16,0,243
Allegheny,PITTSBURGH WARD 11 DIST 3,bidenj,12/27/2021 20:35:30.245083,178,91,0,182
Allegheny,PITTSBURGH WARD 11 DIST 3,jorgensenj,12/27/2021 20:35:30.245083,0,0,0,182
Allegheny,PITTSBURGH WARD 11 DIST 3,other,12/27/2021 20:35:30.245083,0,0,0,182
Allegheny,PITTSBURGH WARD 11 DIST 3,trumpd,12/27/2021 20:35:30.245083,4,6,0,182
Allegheny,PITTSBURGH WARD 11 DIST 4,bidenj,12/27/2021 20:35:30.245083,197,95,0,203
Allegheny,PITTSBURGH WARD 11 DIST 4,jorgensenj,12/27/2021 20:35:30.245083,0,1,0,203
Allegheny,PITTSBURGH WARD 11 DIST 4,other,12/27/2021 20:35:30.245083,1,1,0,203
Allegheny,PITTSBURGH WARD 11 DIST 4,trumpd,12/27/2021 20:35:30.245083,5,11,0,203
Allegheny,PITTSBURGH WARD 11 DIST 5,bidenj,12/27/2021 20:35:30.245083,208,139,0,221
Allegheny,PITTSBURGH WARD 11 DIST 5,jorgensenj,12/27/2021 20:35:30.245083,2,0,0,221
Allegheny,PITTSBURGH WARD 11 DIST 5,other,12/27/2021 20:35:30.245083,2,1,0,221
Allegheny,PITTSBURGH WARD 11 DIST 5,trumpd,12/27/2021 20:35:30.245083,9,20,0,221
Allegheny,PITTSBURGH WARD 11 DIST 6,bidenj,12/27/2021 20:35:30.245083,372,178,0,400
Allegheny,PITTSBURGH WARD 11 DIST 6,jorgensenj,12/27/2021 20:35:30.245083,2,4,0,400
Allegheny,PITTSBURGH WARD 11 DIST 6,other,12/27/2021 20:35:30.245083,7,2,0,400
Allegheny,PITTSBURGH WARD 11 DIST 6,trumpd,12/27/2021 20:35:30.245083,19,31,0,400
Allegheny,PITTSBURGH WARD 11 DIST 7,bidenj,12/27/2021 20:35:30.245083,363,95,0,387
Allegheny,PITTSBURGH WARD 11 DIST 7,jorgensenj,12/27/2021 20:35:30.245083,3,1,0,387
Allegheny,PITTSBURGH WARD 11 DIST 7,other,12/27/2021 20:35:30.245083,0,3,0,387
Allegheny,PITTSBURGH WARD 11 DIST 7,trumpd,12/27/2021 20:35:30.245083,21,46,0,387
Allegheny,PITTSBURGH WARD 11 DIST 8,bidenj,12/27/2021 20:35:30.245083,230,94,0,247
Allegheny,PITTSBURGH WARD 11 DIST 8,jorgensenj,12/27/2021 20:35:30.245083,2,2,0,247
Allegheny,PITTSBURGH WARD 11 DIST 8,other,12/27/2021 20:35:30.245083,0,1,0,247
Allegheny,PITTSBURGH WARD 11 DIST 8,trumpd,12/27/2021 20:35:30.245083,15,32,0,247
Allegheny,PITTSBURGH WARD 11 DIST 9,bidenj,12/27/2021 20:35:30.245083,322,147,0,347
Allegheny,PITTSBURGH WARD 11 DIST 9,jorgensenj,12/27/2021 20:35:30.245083,1,0,0,347
Allegheny,PITTSBURGH WARD 11 DIST 9,other,12/27/2021 20:35:30.245083,2,0,0,347
Allegheny,PITTSBURGH WARD 11 DIST 9,trumpd,12/27/2021 20:35:30.245083,22,27,0,347
Allegheny,PITTSBURGH WARD 12 DIST 1,bidenj,12/27/2021 20:35:30.245083,54,53,0,55
Allegheny,PITTSBURGH WARD 12 DIST 1,jorgensenj,12/27/2021 20:35:30.245083,0,0,0,55
Allegheny,PITTSBURGH WARD 12 DIST 1,other,12/27/2021 20:35:30.245083,0,0,0,55
Allegheny,PITTSBURGH WARD 12 DIST 1,trumpd,12/27/2021 20:35:30.245083,1,4,0,55
Allegheny,PITTSBURGH WARD 12 DIST 10,bidenj,12/27/2021 20:35:30.245083,141,120,0,149
Allegheny,PITTSBURGH WARD 12 DIST 10,jorgensenj,12/27/2021 20:35:30.245083,2,1,0,149
Allegheny,PITTSBURGH WARD 12 DIST 10,other,12/27/2021 20:35:30.245083,0,0,0,149
Allegheny,PITTSBURGH WARD 12 DIST 10,trumpd,12/27/2021 20:35:30.245083,6,5,0,149
Allegheny,PITTSBURGH WARD 12 DIST 11,bidenj,12/27/2021 20:35:30.245083,142,116,0,147
Allegheny,PITTSBURGH WARD 12 DIST 11,jorgensenj,12/27/2021 20:35:30.245083,1,2,0,147
Allegheny,PITTSBURGH WARD 12 DIST 11,other,12/27/2021 20:35:30.245083,2,0,0,147
Allegheny,PITTSBURGH WARD 12 DIST 11,trumpd,12/27/2021 20:35:30.245083,2,3,0,147
Allegheny,PITTSBURGH WARD 12 DIST 12,bidenj,12/27/2021 20:35:30.245083,175,102,0,193
Allegheny,PITTSBURGH WARD 12 DIST 12,jorgensenj,12/27/2021 20:35:30.245083,0,1,0,193
Allegheny,PITTSBURGH WARD 12 DIST 12,other,12/27/2021 20:35:30.245083,1,0,0,193
Allegheny,PITTSBURGH WARD 12 DIST 12,trumpd,12/27/2021 20:35:30.245083,17,8,0,193
Allegheny,PITTSBURGH WARD 12 DIST 13,bidenj,12/27/2021 20:35:30.245083,127,108,0,130
Allegheny,PITTSBURGH WARD 12 DIST 13,jorgensenj,12/27/2021 20:35:30.245083,0,1,0,130
Allegheny,PITTSBURGH WARD 12 DIST 13,other,12/27/2021 20:35:30.245083,0,0,0,130
Allegheny,PITTSBURGH WARD 12 DIST 13,trumpd,12/27/2021 20:35:30.245083,3,3,0,130
Allegheny,PITTSBURGH WARD 12 DIST 14,bidenj,12/27/2021 20:35:30.245083,88,93,0,91
Allegheny,PITTSBURGH WARD 12 DIST 14,jorgensenj,12/27/2021 20:35:30.245083,0,0,0,91
Allegheny,PITTSBURGH WARD 12 DIST 14,other,12/27/2021 20:35:30.245083,0,0,0,91
Allegheny,PITTSBURGH WARD 12 DIST 14,trumpd,12/27/2021 20:35:30.245083,3,6,0,91
Allegheny,PITTSBURGH WARD 12 DIST 15,bidenj,12/27/2021 20:35:30.245083,198,162,0,201
Allegheny,PITTSBURGH WARD 12 DIST 15,jorgensenj,12/27/2021 20:35:30.245083,0,1,0,201
Allegheny,PITTSBURGH WARD 12 DIST 15,other,12/27/2021 20:35:30.245083,0,2,0,201
Allegheny,PITTSBURGH WARD 12 DIST 15,trumpd,12/27/2021 20:35:30.245083,3,5,0,201
Allegheny,PITTSBURGH WARD 12 DIST 16,bidenj,12/27/2021 20:35:30.245083,144,77,0,151
Allegheny,PITTSBURGH WARD 12 DIST 16,jorgensenj,12/27/2021 20:35:30.245083,0,0,0,151
Allegheny,PITTSBURGH WARD 12 DIST 16,other,12/27/2021 20:35:30.245083,2,3,0,151
Allegheny,PITTSBURGH WARD 12 DIST 16,trumpd,12/27/2021 20:35:30.245083,5,3,0,151
Allegheny,PITTSBURGH WARD 12 DIST 2,bidenj,12/27/2021 20:35:30.245083,56,104,0,57
Allegheny,PITTSBURGH WARD 12 DIST 2,jorgensenj,12/27/2021 20:35:30.245083,0,0,0,57
Allegheny,PITTSBURGH WARD 12 DIST 2,other,12/27/2021 20:35:30.245083,1,0,0,57
Allegheny,PITTSBURGH WARD 12 DIST 2,trumpd,12/27/2021 20:35:30.245083,0,4,0,57
Allegheny,PITTSBURGH WARD 12 DIST 3,bidenj,12/27/2021 20:35:30.245083,32,54,0,35
Allegheny,PITTSBURGH WARD 12 DIST 3,jorgensenj,12/27/2021 20:35:30.245083,1,2,0,35
Allegheny,PITTSBURGH WARD 12 DIST 3,other,12/27/2021 20:35:30.245083,0,0,0,35
Allegheny,PITTSBURGH WARD 12 DIST 3,trumpd,12/27/2021 20:35:30.245083,2,1,0,35
Allegheny,PITTSBURGH WARD 12 DIST 4,bidenj,12/27/2021 20:35:30.245083,83,99,0,88
Allegheny,PITTSBURGH WARD 12 DIST 4,jorgensenj,12/27/2021 20:35:30.245083,2,0,0,88
Allegheny,PITTSBURGH WARD 12 DIST 4,other,12/27/2021 20:35:30.245083,0,0,0,88
Allegheny,PITTSBURGH WARD 12 DIST 4,trumpd,12/27/2021 20:35:30.245083,3,6,0,88
Allegheny,PITTSBURGH WARD 12 DIST 5,bidenj,12/27/2021 20:35:30.245083,30,43,0,31
Allegheny,PITTSBURGH WARD 12 DIST 5,jorgensenj,12/27/2021 20:35:30.245083,0,0,0,31
Allegheny,PITTSBURGH WARD 12 DIST 5,other,12/27/2021 20:35:30.245083,0,1,0,31
Allegheny,PITTSBURGH WARD 12 DIST 5,trumpd,12/27/2021 20:35:30.245083,1,6,0,31
Allegheny,PITTSBURGH WARD 12 DIST 6,bidenj,12/27/2021 20:35:30.245083,45,63,0,49
Allegheny,PITTSBURGH WARD 12 DIST 6,jorgensenj,12/27/2021 20:35:30.245083,0,1,0,49
Allegheny,PITTSBURGH WARD 12 DIST 6,other,12/27/2021 20:35:30.245083,0,0,0,49
Allegheny,PITTSBURGH WARD 12 DIST 6,trumpd,12/27/2021 20:35:30.245083,4,3,0,49
Allegheny,PITTSBURGH WARD 12 DIST 7,bidenj,12/27/2021 20:35:30.245083,84,88,0,89
Allegheny,PITTSBURGH WARD 12 DIST 7,jorgensenj,12/27/2021 20:35:30.245083,0,0,0,89
Allegheny,PITTSBURGH WARD 12 DIST 7,other,12/27/2021 20:35:30.245083,0,0,0,89
Allegheny,PITTSBURGH WARD 12 DIST 7,trumpd,12/27/2021 20:35:30.245083,5,3,0,89
Allegheny,PITTSBURGH WARD 12 DIST 8,bidenj,12/27/2021 20:35:30.245083,34,70,0,35
Allegheny,PITTSBURGH WARD 12 DIST 8,jorgensenj,12/27/2021 20:35:30.245083,0,0,0,35
Allegheny,PITTSBURGH WARD 12 DIST 8,other,12/27/2021 20:35:30.245083,0,0,0,35
Allegheny,PITTSBURGH WARD 12 DIST 8,trumpd,12/27/2021 20:35:30.245083,1,3,0,35
Allegheny,PITTSBURGH WARD 12 DIST 9,bidenj,12/27/2021 20:35:30.245083,86,58,0,87
Allegheny,PITTSBURGH WARD 12 DIST 9,jorgensenj,12/27/2021 20:35:30.245083,0,0,0,87
Allegheny,PITTSBURGH WARD 12 DIST 9,other,12/27/2021 20:35:30.245083,0,0,0,87
Allegheny,PITTSBURGH WARD 12 DIST 9,trumpd,12/27/2021 20:35:30.245083,1,3,0,87
Allegheny,PITTSBURGH WARD 13 DIST 1,bidenj,12/27/2021 20:35:30.245083,92,94,0,96
Allegheny,PITTSBURGH WARD 13 DIST 1,jorgensenj,12/27/2021 20:35:30.245083,1,2,0,96
Allegheny,PITTSBURGH WARD 13 DIST 1,other,12/27/2021 20:35:30.245083,1,0,0,96
Allegheny,PITTSBURGH WARD 13 DIST 1,trumpd,12/27/2021 20:35:30.245083,2,2,0,96
Allegheny,PITTSBURGH WARD 13 DIST 10,bidenj,12/27/2021 20:35:30.245083,35,50,0,38
Allegheny,PITTSBURGH WARD 13 DIST 10,jorgensenj,12/27/2021 20:35:30.245083,1,1,0,38
Allegheny,PITTSBURGH WARD 13 DIST 10,other,12/27/2021 20:35:30.245083,0,2,0,38
Allegheny,PITTSBURGH WARD 13 DIST 10,trumpd,12/27/2021 20:35:30.245083,2,5,0,38
Allegheny,PITTSBURGH WARD 13 DIST 11,bidenj,12/27/2021 20:35:30.245083,57,112,0,60
Allegheny,PITTSBURGH WARD 13 DIST 11,jorgensenj,12/27/2021 20:35:30.245083,1,1,0,60
Allegheny,PITTSBURGH WARD 13 DIST 11,other,12/27/2021 20:35:30.245083,1,0,0,60
Allegheny,PITTSBURGH WARD 13 DIST 11,trumpd,12/27/2021 20:35:30.245083,1,6,0,60
Allegheny,PITTSBURGH WARD 13 DIST 12,bidenj,12/27/2021 20:35:30.245083,119,114,0,123
Allegheny,PITTSBURGH WARD 13 DIST 12,jorgensenj,12/27/2021 20:35:30.245083,0,0,0,123
Allegheny,PITTSBURGH WARD 13 DIST 12,other,12/27/2021 20:35:30.245083,0,0,0,123
Allegheny,PITTSBURGH WARD 13 DIST 12,trumpd,12/27/2021 20:35:30.245083,4,1,0,123
Allegheny,PITTSBURGH WARD 13 DIST 13,bidenj,12/27/2021 20:35:30.245083,47,71,0,47
Allegheny,PITTSBURGH WARD 13 DIST 13,jorgensenj,12/27/2021 20:35:30.245083,0,0,0,47
Allegheny,PITTSBURGH WARD 13 DIST 13,other,12/27/2021 20:35:30.245083,0,0,0,47
Allegheny,PITTSBURGH WARD 13 DIST 13,trumpd,12/27/2021 20:35:30.245083,0,2,0,47
Allegheny,PITTSBURGH WARD 13 DIST 14,bidenj,12/27/2021 20:35:30.245083,58,66,0,59
Allegheny,PITTSBURGH WARD 13 DIST 14,jorgensenj,12/27/2021 20:35:30.245083,0,0,0,59
Allegheny,PITTSBURGH WARD 13 DIST 14,other,12/27/2021 20:35:30.245083,0,0,0,59
Allegheny,PITTSBURGH WARD 13 DIST 14,trumpd,12/27/2021 20:35:30.245083,1,5,0,59
Allegheny,PITTSBURGH WARD 13 DIST 15,bidenj,12/27/2021 20:35:30.245083,63,90,0,65
Allegheny,PITTSBURGH WARD 13 DIST 15,jorgensenj,12/27/2021 20:35:30.245083,0,2,0,65
Allegheny,PITTSBURGH WARD 13 DIST 15,other,12/27/2021 20:35:30.245083,0,1,0,65
Allegheny,PITTSBURGH WARD 13 DIST 15,trumpd,12/27/2021 20:35:30.245083,2,5,0,65
Allegheny,PITTSBURGH WARD 13 DIST 16,bidenj,12/27/2021 20:35:30.245083,80,70,0,83
Allegheny,PITTSBURGH WARD 13 DIST 16,jorgensenj,12/27/2021 20:35:30.245083,0,1,0,83
Allegheny,PITTSBURGH WARD 13 DIST 16,other,12/27/2021 20:35:30.245083,0,0,0,83
Allegheny,PITTSBURGH WARD 13 DIST 16,trumpd,12/27/2021 20:35:30.245083,3,5,0,83
Allegheny,PITTSBURGH WARD 13 DIST 17,bidenj,12/27/2021 20:35:30.245083,184,218,0,188
Allegheny,PITTSBURGH WARD 13 DIST 17,jorgensenj,12/27/2021 20:35:30.245083,0,1,0,188
Allegheny,PITTSBURGH WARD 13 DIST 17,other,12/27/2021 20:35:30.245083,0,1,0,188
Allegheny,PITTSBURGH WARD 13 DIST 17,trumpd,12/27/2021 20:35:30.245083,4,13,0,188
Allegheny,PITTSBURGH WARD 13 DIST 18,bidenj,12/27/2021 20:35:30.245083,20,66,0,21
Allegheny,PITTSBURGH WARD 13 DIST 18,jorgensenj,12/27/2021 20:35:30.245083,0,0,0,21
Allegheny,PITTSBURGH WARD 13 DIST 18,other,12/27/2021 20:35:30.245083,0,2,0,21
Allegheny,PITTSBURGH WARD 13 DIST 18,trumpd,12/27/2021 20:35:30.245083,1,5,0,21
Allegheny,PITTSBURGH WARD 13 DIST 19,bidenj,12/27/2021 20:35:30.245083,217,140,0,221
Allegheny,PITTSBURGH WARD 13 DIST 19,jorgensenj,12/27/2021 20:35:30.245083,1,0,0,221
Allegheny,PITTSBURGH WARD 13 DIST 19,other,12/27/2021 20:35:30.245083,0,0,0,221
Allegheny,PITTSBURGH WARD 13 DIST 19,trumpd,12/27/2021 20:35:30.245083,3,3,0,221
Allegheny,PITTSBURGH WARD 13 DIST 2,bidenj,12/27/2021 20:35:30.245083,70,103,0,75
Allegheny,PITTSBURGH WARD 13 DIST 2,jorgensenj,12/27/2021 20:35:30.245083,1,1,0,75
