CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
murray-45861,2021-01-05T18:56:38.693Z,6962,0,0
sims-44726,2021-01-05T18:56:38.693Z,34191,0,0
