CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
bidenj,2020-11-24T13:23:09Z,21067,0,90,90,42085
jorgensenj,2020-11-24T13:23:09Z,744,0,90,90,42085
trumpd,2020-11-24T13:23:09Z,36143,0,90,90,42085
