CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
ahlersd,2020-11-24T13:22:15Z,1126,0,8,8,46125
roundsm,2020-11-24T13:22:15Z,3416,0,8,8,46125
