CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
no,2020-11-17T16:51:55.973Z,1571,0,8,8,46125
yes,2020-11-17T16:51:55.973Z,2939,0,8,8,46125
