CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
ahlersd,2020-11-24T13:21:55Z,533,0,7,7,46085
roundsm,2020-11-24T13:21:55Z,1066,0,7,7,46085
