CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
johnsond,2020-11-24T13:23:04Z,1568,0,6,6,46043
luallinr,2020-11-24T13:23:04Z,106,0,6,6,46043
