CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
no,2020-11-17T16:51:55.973Z,1095,0,10,10,46129
yes,2020-11-17T16:51:55.973Z,1432,0,10,10,46129
