CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
chin-6168,2020-11-30T22:46:50.52Z,24385,20602,0
mendez-5681,2020-11-30T22:46:50.52Z,49806,45231,0
