CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
degrazia-6047,2020-11-30T22:46:55.72Z,59725,56361,0
gummere-6189,2020-11-30T22:46:55.72Z,42795,35254,0
hicks-6188,2020-11-30T22:46:55.72Z,46950,38289,0
stahl-hamilton-6187,2020-11-30T22:46:55.72Z,59344,56016,0
