CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
somers-14089,2021-01-26T17:42:03.017Z,26377,0,0
statchen-14510,2021-01-26T17:42:03.017Z,23942,0,0
