CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
baldacci-26050,2020-12-11T16:54:15.827Z,10861,0,0
hinkley-26233,2020-12-11T16:54:15.827Z,6685,0,0
miner-26226,2020-12-11T16:54:15.827Z,2235,0,0
