CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
kaufmann-18688,2021-01-11T14:34:02.273Z,11067,5005,0
pulkrabek-19331,2021-01-11T14:34:02.273Z,7307,5462,0
