CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
ernstj,2020-12-04T23:19:14Z,6063,2469,11,11,19019
greenfieldt,2020-12-04T23:19:14Z,4292,2890,11,11,19019
herzogs,2020-12-04T23:19:14Z,96,51,11,11,19019
stewartr,2020-12-04T23:19:14Z,248,107,11,11,19019
