CANDIDATE,Timestamp,VOTES,ABS_VOTES,REPORTING,PRECINCTS,FIPS
ernstj,2020-12-05T22:57:23Z,7860,4268,12,12,19123
greenfieldt,2020-12-05T22:57:23Z,2969,2253,12,12,19123
herzogs,2020-12-05T22:57:23Z,118,64,12,12,19123
stewartr,2020-12-05T22:57:23Z,273,149,12,12,19123
