CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
ernst-63566-16-s,2020-12-05T22:59:55Z,864997,402978,0
greenfield-20073770-16-s,2020-12-05T22:59:55Z,754859,555832,0
herzog-20073771-16-s,2020-12-05T22:59:55Z,13800,7608,0
stewart-64430-16-s,2020-12-05T22:59:55Z,36961,18158,0
