CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
no-3,2021-11-01T12:58:08.450Z,0,0,0
yes-2,2021-11-01T12:58:08.450Z,0,0,0
no-3,2021-11-02T16:59:07.517Z,0,0,0
yes-2,2021-11-02T16:59:07.517Z,0,0,0
no-3,2021-11-03T00:02:24.297Z,0,0,0
yes-2,2021-11-03T00:02:24.297Z,0,0,0
no-3,2021-11-03T00:14:28.853Z,11429,0,0
yes-2,2021-11-03T00:14:28.853Z,7098,0,0
no-3,2021-11-03T00:24:34.587Z,18319,0,0
yes-2,2021-11-03T00:24:34.587Z,13283,0,0
no-3,2021-11-03T00:34:41.410Z,23048,0,0
yes-2,2021-11-03T00:34:41.410Z,16062,0,0
no-3,2021-11-03T00:38:43.713Z,46899,18012,0
yes-2,2021-11-03T00:38:43.713Z,31875,11776,0
no-3,2021-11-03T00:39:44.343Z,59104,18012,0
yes-2,2021-11-03T00:39:44.343Z,40029,11776,0
no-3,2021-11-03T00:48:49.563Z,63548,18012,0
yes-2,2021-11-03T00:48:49.563Z,43990,11776,0
no-3,2021-11-03T00:49:50.223Z,90480,18012,0
yes-2,2021-11-03T00:49:50.223Z,62262,11776,0
no-3,2021-11-03T00:50:50.850Z,98059,18012,0
yes-2,2021-11-03T00:50:50.850Z,65887,11776,0
no-3,2021-11-03T00:54:53.410Z,114320,18012,0
yes-2,2021-11-03T00:54:53.410Z,77210,11776,0
no-3,2021-11-03T00:55:54.060Z,115689,18012,0
yes-2,2021-11-03T00:55:54.060Z,78167,11776,0
no-3,2021-11-03T00:57:55.273Z,116118,0,0
yes-2,2021-11-03T00:57:55.273Z,78809,0,0
no-3,2021-11-03T00:59:56.573Z,124340,0,0
yes-2,2021-11-03T00:59:56.573Z,85008,0,0
no-3,2021-11-03T01:00:57.210Z,148316,0,0
yes-2,2021-11-03T01:00:57.210Z,103543,0,0
no-3,2021-11-03T01:02:58.467Z,161062,0,0
yes-2,2021-11-03T01:02:58.467Z,115428,0,0
no-3,2021-11-03T01:04:59.887Z,163006,0,0
yes-2,2021-11-03T01:04:59.887Z,116596,0,0
no-3,2021-11-03T01:06:00.563Z,207435,3875,0
yes-2,2021-11-03T01:06:00.563Z,145026,3241,0
no-3,2021-11-03T01:07:01.243Z,213714,3875,0
yes-2,2021-11-03T01:07:01.243Z,151090,3241,0
no-3,2021-11-03T01:08:01.903Z,221505,3875,0
yes-2,2021-11-03T01:08:01.903Z,157332,3241,0
no-3,2021-11-03T01:09:02.697Z,223235,3875,0
yes-2,2021-11-03T01:09:02.697Z,158336,3241,0
no-3,2021-11-03T01:14:06.040Z,225213,3875,0
yes-2,2021-11-03T01:14:06.040Z,159667,3241,0
no-3,2021-11-03T01:15:06.683Z,237890,3875,0
yes-2,2021-11-03T01:15:06.683Z,171934,3241,0
no-3,2021-11-03T01:17:08.007Z,239127,3875,0
yes-2,2021-11-03T01:17:08.007Z,172837,3241,0
no-3,2021-11-03T01:18:08.653Z,241304,3875,0
yes-2,2021-11-03T01:18:08.653Z,174311,3241,0
no-3,2021-11-03T01:19:09.283Z,262052,3875,0
yes-2,2021-11-03T01:19:09.283Z,190218,3241,0
no-3,2021-11-03T01:20:09.920Z,263215,3875,0
yes-2,2021-11-03T01:20:09.920Z,190882,3241,0
no-3,2021-11-03T01:21:10.593Z,274729,3875,0
yes-2,2021-11-03T01:21:10.593Z,199948,3241,0
no-3,2021-11-03T01:24:12.470Z,281172,3875,0
yes-2,2021-11-03T01:24:12.470Z,206414,3241,0
no-3,2021-11-03T01:25:13.233Z,284212,0,0
yes-2,2021-11-03T01:25:13.233Z,208747,0,0
no-3,2021-11-03T01:26:13.857Z,300186,0,0
yes-2,2021-11-03T01:26:13.857Z,224986,0,0
no-3,2021-11-03T01:29:15.697Z,310030,0,0
yes-2,2021-11-03T01:29:15.697Z,232417,0,0
no-3,2021-11-03T01:30:16.380Z,311855,0,0
yes-2,2021-11-03T01:30:16.380Z,233545,0,0
no-3,2021-11-03T01:31:17.037Z,315701,0,0
yes-2,2021-11-03T01:31:17.037Z,236142,0,0
no-3,2021-11-03T01:32:17.763Z,324462,0,0
yes-2,2021-11-03T01:32:17.763Z,242993,0,0
no-3,2021-11-03T01:34:18.590Z,324868,0,0
yes-2,2021-11-03T01:34:18.590Z,243243,0,0
no-3,2021-11-03T01:35:19.243Z,357295,0,0
yes-2,2021-11-03T01:35:19.243Z,270194,0,0
no-3,2021-11-03T01:36:19.870Z,361098,0,0
yes-2,2021-11-03T01:36:19.870Z,273151,0,0
no-3,2021-11-03T01:38:21.110Z,367274,0,0
yes-2,2021-11-03T01:38:21.110Z,277890,0,0
no-3,2021-11-03T01:39:21.720Z,373347,0,0
yes-2,2021-11-03T01:39:21.720Z,283999,0,0
no-3,2021-11-03T01:43:24.240Z,377002,0,0
