CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
barbadillo-35403,2021-11-01T12:58:08.450Z,0,0,0
sacco-56752,2021-11-01T12:58:08.450Z,0,0,0
barbadillo-35403,2021-11-02T16:59:07.517Z,0,0,0
sacco-56752,2021-11-02T16:59:07.517Z,0,0,0
barbadillo-35403,2021-11-03T00:02:24.297Z,0,0,0
sacco-56752,2021-11-03T00:02:24.297Z,0,0,0
barbadillo-35403,2021-11-03T01:18:08.653Z,501,0,0
sacco-56752,2021-11-03T01:18:08.653Z,1333,0,0
barbadillo-35403,2021-11-03T01:38:21.110Z,801,0,0
sacco-56752,2021-11-03T01:38:21.110Z,3352,0,0
barbadillo-35403,2021-11-03T01:50:31.743Z,846,0,0
sacco-56752,2021-11-03T01:50:31.743Z,3464,0,0
barbadillo-35403,2021-11-03T01:59:38.023Z,1591,0,0
sacco-56752,2021-11-03T01:59:38.023Z,5409,0,0
barbadillo-35403,2021-11-03T02:06:44.537Z,1591,0,0
sacco-56752,2021-11-03T02:06:44.537Z,5409,0,0
barbadillo-35403,2021-11-03T02:44:09.790Z,2634,0,0
sacco-56752,2021-11-03T02:44:09.790Z,7207,0,0
barbadillo-35403,2021-11-03T02:53:16.437Z,8790,0,0
sacco-56752,2021-11-03T02:53:16.437Z,20328,0,0
barbadillo-35403,2021-11-03T03:50:57.070Z,9577,0,0
sacco-56752,2021-11-03T03:50:57.070Z,23198,0,0
barbadillo-35403,2021-11-03T05:46:03.883Z,9708,0,0
sacco-56752,2021-11-03T05:46:03.883Z,23796,0,0
barbadillo-35403,2021-11-03T13:56:50.143Z,10336,0,0
sacco-56752,2021-11-03T13:56:50.143Z,23796,0,0
