CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
conaway-31051,2021-11-01T12:58:08.450Z,0,0,0
dillon-35421,2021-11-01T12:58:08.450Z,0,0,0
jesuele-35422,2021-11-01T12:58:08.450Z,0,0,0
murphy-35023,2021-11-01T12:58:08.450Z,0,0,0
conaway-31051,2021-11-02T16:59:07.517Z,0,0,0
dillon-35421,2021-11-02T16:59:07.517Z,0,0,0
jesuele-35422,2021-11-02T16:59:07.517Z,0,0,0
murphy-35023,2021-11-02T16:59:07.517Z,0,0,0
conaway-31051,2021-11-03T00:02:24.297Z,0,0,0
dillon-35421,2021-11-03T00:02:24.297Z,0,0,0
jesuele-35422,2021-11-03T00:02:24.297Z,0,0,0
murphy-35023,2021-11-03T00:02:24.297Z,0,0,0
conaway-31051,2021-11-03T02:27:59.107Z,9963,0,0
dillon-35421,2021-11-03T02:27:59.107Z,9374,0,0
jesuele-35422,2021-11-03T02:27:59.107Z,9293,0,0
murphy-35023,2021-11-03T02:27:59.107Z,9622,0,0
conaway-31051,2021-11-03T04:28:21.083Z,26387,0,0
dillon-35421,2021-11-03T04:28:21.083Z,22244,0,0
jesuele-35422,2021-11-03T04:28:21.083Z,21948,0,0
murphy-35023,2021-11-03T04:28:21.083Z,25952,0,0
conaway-31051,2021-11-03T07:16:41.550Z,41282,0,0
dillon-35421,2021-11-03T07:16:41.550Z,26534,0,0
jesuele-35422,2021-11-03T07:16:41.550Z,26117,0,0
murphy-35023,2021-11-03T07:16:41.550Z,40790,0,0
conaway-31051,2021-11-03T13:56:48.550Z,41282,0,0
dillon-35421,2021-11-03T13:56:48.550Z,26534,0,0
jesuele-35422,2021-11-03T13:56:48.550Z,26117,0,0
murphy-35023,2021-11-03T13:56:48.550Z,40790,0,0
