CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
contella-34628,2021-11-01T12:58:08.450Z,0,0,0
rice-56748,2021-11-01T12:58:08.450Z,0,0,0
contella-34628,2021-11-02T16:59:07.517Z,0,0,0
rice-56748,2021-11-02T16:59:07.517Z,0,0,0
contella-34628,2021-11-03T00:02:24.297Z,0,0,0
rice-56748,2021-11-03T00:02:24.297Z,0,0,0
contella-34628,2021-11-03T00:19:31.537Z,410,410,0
rice-56748,2021-11-03T00:19:31.537Z,2724,2724,0
contella-34628,2021-11-03T00:47:48.923Z,3134,0,0
rice-56748,2021-11-03T00:47:48.923Z,2724,0,0
contella-34628,2021-11-03T01:13:05.387Z,1057,1057,0
rice-56748,2021-11-03T01:13:05.387Z,7209,7209,0
contella-34628,2021-11-03T03:28:39.863Z,8231,1057,0
rice-56748,2021-11-03T03:28:39.863Z,28220,7209,0
contella-34628,2021-11-03T03:30:01.41Z,8231,1057,0
rice-56748,2021-11-03T03:30:01.41Z,28220,7209,0
contella-34628,2021-11-03T03:30:42.013Z,8231,1057,0
rice-56748,2021-11-03T03:30:42.013Z,28220,7209,0
contella-34628,2021-11-03T13:56:52.083Z,8231,1057,0
rice-56748,2021-11-03T13:56:52.083Z,28220,7209,0
