CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
javier-35480,2021-11-01T12:58:08.450Z,0,0,0
mcknight-34855,2021-11-01T12:58:08.450Z,0,0,0
sampson-35481,2021-11-01T12:58:08.450Z,0,0,0
vila-35505,2021-11-01T12:58:08.450Z,0,0,0
javier-35480,2021-11-02T16:59:07.517Z,0,0,0
mcknight-34855,2021-11-02T16:59:07.517Z,0,0,0
sampson-35481,2021-11-02T16:59:07.517Z,0,0,0
vila-35505,2021-11-02T16:59:07.517Z,0,0,0
javier-35480,2021-11-03T00:02:24.297Z,0,0,0
mcknight-34855,2021-11-03T00:02:24.297Z,0,0,0
sampson-35481,2021-11-03T00:02:24.297Z,0,0,0
vila-35505,2021-11-03T00:02:24.297Z,0,0,0
javier-35480,2021-11-03T01:20:09.920Z,1134,0,0
mcknight-34855,2021-11-03T01:20:09.920Z,3375,0,0
sampson-35481,2021-11-03T01:20:09.920Z,3159,0,0
vila-35505,2021-11-03T01:20:09.920Z,1115,0,0
javier-35480,2021-11-03T01:40:22.357Z,2986,0,0
mcknight-34855,2021-11-03T01:40:22.357Z,12249,0,0
sampson-35481,2021-11-03T01:40:22.357Z,11594,0,0
vila-35505,2021-11-03T01:40:22.357Z,2871,0,0
javier-35480,2021-11-03T02:00:39.45Z,2986,0,0
mcknight-34855,2021-11-03T02:00:39.45Z,12249,0,0
sampson-35481,2021-11-03T02:00:39.45Z,11594,0,0
vila-35505,2021-11-03T02:00:39.45Z,2871,0,0
javier-35480,2021-11-03T02:01:40.057Z,6832,0,0
mcknight-34855,2021-11-03T02:01:40.057Z,19145,0,0
sampson-35481,2021-11-03T02:01:40.057Z,18199,0,0
vila-35505,2021-11-03T02:01:40.057Z,6675,0,0
javier-35480,2021-11-03T02:54:17.073Z,7674,0,0
mcknight-34855,2021-11-03T02:54:17.073Z,21702,0,0
sampson-35481,2021-11-03T02:54:17.073Z,20610,0,0
vila-35505,2021-11-03T02:54:17.073Z,7474,0,0
javier-35480,2021-11-03T03:54:59.687Z,7931,0,0
mcknight-34855,2021-11-03T03:54:59.687Z,22589,0,0
sampson-35481,2021-11-03T03:54:59.687Z,21416,0,0
vila-35505,2021-11-03T03:54:59.687Z,7728,0,0
javier-35480,2021-11-03T03:59:02.397Z,9065,0,0
mcknight-34855,2021-11-03T03:59:02.397Z,25944,0,0
sampson-35481,2021-11-03T03:59:02.397Z,24575,0,0
vila-35505,2021-11-03T03:59:02.397Z,8843,0,0
javier-35480,2021-11-03T13:56:49.337Z,9065,0,0
mcknight-34855,2021-11-03T13:56:49.337Z,25944,0,0
sampson-35481,2021-11-03T13:56:49.337Z,24575,0,0
vila-35505,2021-11-03T13:56:49.337Z,8843,0,0
