CANDIDATE,Timestamp,VOTES,ABS_VOTES,ELECTORAL_VOTES
graner-35460,2021-11-01T12:58:08.450Z,0,0,0
matsikoudis-35459,2021-11-01T12:58:08.450Z,0,0,0
mehrotra-35461,2021-11-01T12:58:08.450Z,0,0,0
munoz-34308,2021-11-01T12:58:08.450Z,0,0,0
graner-35460,2021-11-02T16:59:07.517Z,0,0,0
matsikoudis-35459,2021-11-02T16:59:07.517Z,0,0,0
mehrotra-35461,2021-11-02T16:59:07.517Z,0,0,0
munoz-34308,2021-11-02T16:59:07.517Z,0,0,0
graner-35460,2021-11-03T00:02:24.297Z,0,0,0
matsikoudis-35459,2021-11-03T00:02:24.297Z,0,0,0
mehrotra-35461,2021-11-03T00:02:24.297Z,0,0,0
munoz-34308,2021-11-03T00:02:24.297Z,0,0,0
graner-35460,2021-11-03T01:06:00.563Z,1896,1896,0
matsikoudis-35459,2021-11-03T01:06:00.563Z,1658,1658,0
mehrotra-35461,2021-11-03T01:06:00.563Z,1866,1866,0
munoz-34308,2021-11-03T01:06:00.563Z,1698,1698,0
graner-35460,2021-11-03T01:26:13.857Z,2746,1896,0
matsikoudis-35459,2021-11-03T01:26:13.857Z,2898,1658,0
mehrotra-35461,2021-11-03T01:26:13.857Z,2690,1866,0
munoz-34308,2021-11-03T01:26:13.857Z,2950,1698,0
graner-35460,2021-11-03T01:44:24.863Z,2746,1896,0
matsikoudis-35459,2021-11-03T01:44:24.863Z,2898,1658,0
mehrotra-35461,2021-11-03T01:44:24.863Z,2690,1866,0
munoz-34308,2021-11-03T01:44:24.863Z,2950,1698,0
graner-35460,2021-11-03T01:59:38.023Z,3542,1896,0
matsikoudis-35459,2021-11-03T01:59:38.023Z,4416,1658,0
mehrotra-35461,2021-11-03T01:59:38.023Z,3464,1866,0
munoz-34308,2021-11-03T01:59:38.023Z,4507,1698,0
graner-35460,2021-11-03T02:04:42.857Z,3875,1896,0
matsikoudis-35459,2021-11-03T02:04:42.857Z,4893,1658,0
mehrotra-35461,2021-11-03T02:04:42.857Z,3780,1866,0
munoz-34308,2021-11-03T02:04:42.857Z,4991,1698,0
graner-35460,2021-11-03T02:07:45.167Z,10217,1896,0
matsikoudis-35459,2021-11-03T02:07:45.167Z,10722,1658,0
mehrotra-35461,2021-11-03T02:07:45.167Z,10022,1866,0
munoz-34308,2021-11-03T02:07:45.167Z,10993,1698,0
graner-35460,2021-11-03T02:18:52.607Z,17199,1896,0
matsikoudis-35459,2021-11-03T02:18:52.607Z,18118,1658,0
mehrotra-35461,2021-11-03T02:18:52.607Z,16894,1866,0
munoz-34308,2021-11-03T02:18:52.607Z,18598,1698,0
graner-35460,2021-11-03T02:20:54.437Z,20135,4832,0
matsikoudis-35459,2021-11-03T02:20:54.437Z,19812,3352,0
mehrotra-35461,2021-11-03T02:20:54.437Z,19756,4728,0
munoz-34308,2021-11-03T02:20:54.437Z,20363,3463,0
graner-35460,2021-11-03T02:48:12.757Z,20214,1896,0
matsikoudis-35459,2021-11-03T02:48:12.757Z,19992,1658,0
mehrotra-35461,2021-11-03T02:48:12.757Z,19836,1866,0
munoz-34308,2021-11-03T02:48:12.757Z,20553,1698,0
graner-35460,2021-11-03T02:59:20.667Z,26530,0,0
matsikoudis-35459,2021-11-03T02:59:20.667Z,26665,0,0
mehrotra-35461,2021-11-03T02:59:20.667Z,26065,0,0
munoz-34308,2021-11-03T02:59:20.667Z,27387,0,0
graner-35460,2021-11-03T03:03:23.250Z,27869,0,0
matsikoudis-35459,2021-11-03T03:03:23.250Z,30149,0,0
mehrotra-35461,2021-11-03T03:03:23.250Z,28378,0,0
munoz-34308,2021-11-03T03:03:23.250Z,30939,0,0
graner-35460,2021-11-03T03:07:26.023Z,28920,0,0
matsikoudis-35459,2021-11-03T03:07:26.023Z,31457,0,0
mehrotra-35461,2021-11-03T03:07:26.023Z,29399,0,0
munoz-34308,2021-11-03T03:07:26.023Z,32272,0,0
graner-35460,2021-11-03T03:21:34.270Z,31975,0,0
matsikoudis-35459,2021-11-03T03:21:34.270Z,35372,0,0
mehrotra-35461,2021-11-03T03:21:34.270Z,32316,0,0
munoz-34308,2021-11-03T03:21:34.270Z,36272,0,0
graner-35460,2021-11-03T03:44:53.280Z,32714,0,0
matsikoudis-35459,2021-11-03T03:44:53.280Z,35641,0,0
mehrotra-35461,2021-11-03T03:44:53.280Z,33047,0,0
munoz-34308,2021-11-03T03:44:53.280Z,36568,0,0
graner-35460,2021-11-03T04:31:24.143Z,33807,0,0
matsikoudis-35459,2021-11-03T04:31:24.143Z,39121,0,0
mehrotra-35461,2021-11-03T04:31:24.143Z,33125,0,0
munoz-34308,2021-11-03T04:31:24.143Z,40160,0,0
graner-35460,2021-11-03T06:00:12.163Z,34416,2936,0
matsikoudis-35459,2021-11-03T06:00:12.163Z,40063,1694,0
mehrotra-35461,2021-11-03T06:00:12.163Z,33719,2862,0
munoz-34308,2021-11-03T06:00:12.163Z,41109,1765,0
graner-35460,2021-11-03T06:57:31.937Z,34588,2936,0
matsikoudis-35459,2021-11-03T06:57:31.937Z,40250,1694,0
mehrotra-35461,2021-11-03T06:57:31.937Z,33881,2862,0
munoz-34308,2021-11-03T06:57:31.937Z,41301,1765,0
graner-35460,2021-11-03T07:55:54.463Z,34416,2936,0
matsikoudis-35459,2021-11-03T07:55:54.463Z,40063,1694,0
mehrotra-35461,2021-11-03T07:55:54.463Z,33719,2862,0
munoz-34308,2021-11-03T07:55:54.463Z,41109,1765,0
graner-35460,2021-11-03T13:56:48.550Z,34416,2936,0
matsikoudis-35459,2021-11-03T13:56:48.550Z,40063,1694,0
mehrotra-35461,2021-11-03T13:56:48.550Z,33719,2862,0
munoz-34308,2021-11-03T13:56:48.550Z,41109,1765,0
